"","Fecha y Hora","Fecha","Hora","Integrante","Mensaje","Tipo de Mensaje","Cantidad Emojis"
"1009","7/2/22 15:13:59","7/02/2022",15:13:59,"Pali","porcua?","texto",0
"1010","7/2/22 15:14:10","7/02/2022",15:14:10,"Pau","Aparecen en el vencindario creooo","texto",0
"1011","7/2/22 15:14:21","7/02/2022",15:14:21,"Taty","Aah a ver","texto",0
"1012","7/2/22 15:15:11","7/02/2022",15:15:11,"Taty","Quien es campo argentino?","texto",0
"1013","7/2/22 15:15:41","7/02/2022",15:15:41,"Michu","Ahhhhh","texto",0
"1014","7/2/22 15:15:42","7/02/2022",15:15:42,"Michu","Same","texto",0
"1015","7/2/22 15:15:59","7/02/2022",15:15:59,"Pau","adjunto= 00003517-PHOTO-2022-02-07-15-15-59.jpg","photo",0
"1016","7/2/22 15:16:01","7/02/2022",15:16:01,"Michu","JAJAJ EU SI","texto",0
"1017","7/2/22 15:16:08","7/02/2022",15:16:08,"Pau","Ah no iba aca esto","texto",0
"1018","7/2/22 15:16:18","7/02/2022",15:16:18,"Michu","Bien","texto",0
"1019","7/2/22 15:16:45","7/02/2022",15:16:45,"Delfi","TODAS TIENEN HAY DAY?","texto",0
"1020","7/2/22 15:16:55","7/02/2022",15:16:55,"Sofi","para fumar","texto",0
"1021","7/2/22 15:16:56","7/02/2022",15:16:56,"Delfi","ai re quiero el backup de cuando tenia 12","texto",0
"1022","7/2/22 15:17:24","7/02/2022",15:17:24,"Pau","YO LO CONSEGI Y MICHU TAKBEIN","texto",0
"1023","7/2/22 15:17:30","7/02/2022",15:17:30,"Pau","Marcos jajaajaja","texto",0
"1024","7/2/22 15:17:31","7/02/2022",15:17:31,"Delfi","COMO","texto",0
"1025","7/2/22 15:18:00","7/02/2022",15:18:00,"Taty","Yo no y me quiero matar jajajaja","texto",0
"1026","7/2/22 15:18:11","7/02/2022",15:18:11,"Taty","Ai lo voy a agregar a mis amigos","texto",0
"1027","7/2/22 15:18:26","7/02/2022",15:18:26,"Pali","UUUUUUUUUUUUUUUU","texto",0
"1028","7/2/22 15:18:40","7/02/2022",15:18:40,"Pali","ERA CON FACEBOOK AMIGA !","texto",0
"1029","7/2/22 15:18:43","7/02/2022",15:18:43,"Pali","amigaaaaaaaaaa","texto",0
"1030","7/2/22 15:18:47","7/02/2022",15:18:47,"Pali","EU LO NECESITO","texto",0
"1031","7/2/22 15:18:49","7/02/2022",15:18:49,"Pali","QIE PJA","texto",0
"1032","7/2/22 15:18:57","7/02/2022",15:18:57,"Pali","ya fue lo juego con el iphone 6?","texto",0
"1033","7/2/22 15:19:01","7/02/2022",15:19:01,"Pali","adjunto= 00003535-STICKER-2022-02-07-15-19-01.webp","sticker",0
"1034","7/2/22 15:19:09","7/02/2022",15:19:09,"Sol","Rttt","texto",0
"1035","7/2/22 15:19:21","7/02/2022",15:19:21,"Taty","En q nivel estás ?","texto",0
"1036","7/2/22 15:19:21","7/02/2022",15:19:21,"Delfi","adjunto= 00003538-PHOTO-2022-02-07-15-19-21.jpg","photo",0
"1037","7/2/22 15:19:27","7/02/2022",15:19:27,"Sol","10","texto",0
"1038","7/2/22 15:19:36","7/02/2022",15:19:36,"Clari","Ndpxnqpclq","texto",0
"1039","7/2/22 15:19:38","7/02/2022",15:19:38,"Sofi","ai chicas","texto",0
"1040","7/2/22 15:19:39","7/02/2022",15:19:39,"Sofi","que onda","texto",0
"1041","7/2/22 15:19:41","7/02/2022",15:19:41,"Taty","Ah rebién","texto",0
"1042","7/2/22 15:19:44","7/02/2022",15:19:44,"Sofi","me lo bajo yo tambien???","texto",0
"1043","7/2/22 15:19:47","7/02/2022",15:19:47,"Clari","Si.","texto",0
"1044","7/2/22 15:19:50","7/02/2022",15:19:50,"Taty","Yo llegué a 16 estoy MUY voceada","texto",0
"1045","7/2/22 15:19:53","7/02/2022",15:19:53,"Taty","OBVIO","texto",0
"1046","7/2/22 15:19:57","7/02/2022",15:19:57,"Sofi","que ond que esta de moda","texto",0
"1047","7/2/22 15:19:58","7/02/2022",15:19:58,"Sofi","jajajaja","texto",0
"1048","7/2/22 15:19:59","7/02/2022",15:19:59,"Sofi","a ver","texto",0
"1049","7/2/22 15:20:01","7/02/2022",15:20:01,"Delfi","yo si no consigo backup no lo voy a jugar","texto",0
"1050","7/2/22 15:20:04","7/02/2022",15:20:04,"Delfi","perdon;(","texto",0
"1051","7/2/22 15:20:20","7/02/2022",15:20:20,"Taty","Noooo pero avanzas rápido","texto",0
"1052","7/2/22 15:20:32","7/02/2022",15:20:32,"Sofi","a ver","texto",0
"1053","7/2/22 15:20:33","7/02/2022",15:20:33,"Sofi","si consigo","texto",0
"1054","7/2/22 15:20:38","7/02/2022",15:20:38,"Pali","JAJAJAJAJ","texto",0
"1055","7/2/22 15:20:51","7/02/2022",15:20:51,"Michu","Suiii","texto",0
"1056","7/2/22 15:21:07","7/02/2022",15:21:07,"Michu","JAJAJAJ ACOMO SABIAS QUE YO TAMB? TE ACORDABAS DE MI GRANJA? @5491165552559","texto",0
"1057","7/2/22 15:21:07","7/02/2022",15:21:07,"Clari","Esooo","texto",0
"1058","7/2/22 15:21:12","7/02/2022",15:21:12,"Clari","Yo estoy en el 28","texto",0
"1059","7/2/22 15:21:17","7/02/2022",15:21:17,"Pali","adjunto= 00003561-STICKER-2022-02-07-15-21-17.webp","sticker",0
"1060","7/2/22 15:21:21","7/02/2022",15:21:21,"Pali","AAAAA RE MANIJAAAAA","texto",0
"1061","7/2/22 15:21:25","7/02/2022",15:21:25,"Pali","ME LO ESTOY descargando","texto",0
"1062","7/2/22 15:21:27","7/02/2022",15:21:27,"Sofi","tengo un programon de mierda","texto",0
"1063","7/2/22 15:21:36","7/02/2022",15:21:36,"Sofi","quien quiere acompañarme a cerini y despues a ONCE?","texto",0
"1064","7/2/22 15:21:43","7/02/2022",15:21:43,"Sofi","ah mentira quizas consigo telas en maipu","texto",0
"1065","7/2/22 15:21:43","7/02/2022",15:21:43,"Michu","Siiii","texto",0
"1066","7/2/22 15:21:49","7/02/2022",15:21:49,"Sofi","facts consigo telas en maipu","texto",0
"1067","7/2/22 15:21:51","7/02/2022",15:21:51,"Sofi","rip once","texto",0
"1068","7/2/22 15:21:58","7/02/2022",15:21:58,"Sofi","menos mal","texto",0
"1069","7/2/22 15:21:58","7/02/2022",15:21:58,"Michu","Ay RE QUIERO","texto",0
"1070","7/2/22 15:21:59","7/02/2022",15:21:59,"Michu","lpm","texto",0
"1071","7/2/22 15:22:02","7/02/2022",15:22:02,"Sofi","adjunto= 00003573-PHOTO-2022-02-07-15-22-02.jpg","photo",0
"1072","7/2/22 15:22:02","7/02/2022",15:22:02,"Michu","Khe","texto",0
"1073","7/2/22 15:22:02","7/02/2022",15:22:02,"Clari","Para q vas a usar.?","texto",0
"1074","7/2/22 15:22:05","7/02/2022",15:22:05,"Michu","Pero mas caras?","texto",0
"1075","7/2/22 15:22:06","7/02/2022",15:22:06,"Michu","O wot","texto",0
"1076","7/2/22 15:22:16","7/02/2022",15:22:16,"Sofi","es para ponerle a la pollera de tul","texto",0
"1077","7/2/22 15:22:21","7/02/2022",15:22:21,"Sofi","para que no se me vea toda la conxa","texto",0
"1078","7/2/22 15:22:25","7/02/2022",15:22:25,"Michu","O sea en igual las proporciones son tipo once igual es tipo 2 pesos el metro y en zona morte es 10 pesos el metro dea o.O","texto",0
"1079","7/2/22 15:22:30","7/02/2022",15:22:30,"Michu","Me cago en los 8 pesos","texto",0
"1080","7/2/22 15:22:36","7/02/2022",15:22:36,"Sofi","dea","texto",0
"1081","7/2/22 15:22:44","7/02/2022",15:22:44,"Sofi","tienen nota de polarizadode auto??","texto",0
"1082","7/2/22 15:22:46","7/02/2022",15:22:46,"Sofi","bueno barato","texto",0
"1083","7/2/22 15:22:46","7/02/2022",15:22:46,"Michu","Mmmmmmñam","texto",0
"1084","7/2/22 15:22:48","7/02/2022",15:22:48,"Michu","JAJAJAJAJ","texto",0
"1085","7/2/22 15:22:49","7/02/2022",15:22:49,"Michu","no","texto",0
"1086","7/2/22 15:22:52","7/02/2022",15:22:52,"Sofi","offfffff","texto",0
"1087","7/2/22 15:22:54","7/02/2022",15:22:54,"Michu","Pero pasala si conseguis!!!","texto",0
"1088","7/2/22 15:22:58","7/02/2022",15:22:58,"Sofi","alguna ya fumo hoy?","texto",0
"1089","7/2/22 15:23:02","7/02/2022",15:23:02,"Clari","Yo","texto",0
"1090","7/2/22 15:23:03","7/02/2022",15:23:03,"Clari","Tengo","texto",0
"1091","7/2/22 15:23:08","7/02/2022",15:23:08,"Clari","Banca q le pregunto a mama","texto",0
"1092","7/2/22 15:23:14","7/02/2022",15:23:14,"Clari","Lo del polarizado","texto",0
"1093","7/2/22 15:23:23","7/02/2022",15:23:23,"Michu","No pero termino de almorzar e inaguro mis pulmones 👯‍♀️","texto",1
"1094","7/2/22 15:23:26","7/02/2022",15:23:26,"Taty","Ai re iría ami","texto",0
"1095","7/2/22 15:23:31","7/02/2022",15:23:31,"Sofi","ai ami","texto",0
"1096","7/2/22 15:23:32","7/02/2022",15:23:32,"Taty","JAJAJAAJAJ","texto",0
"1097","7/2/22 15:23:32","7/02/2022",15:23:32,"Michu","adjunto= 00003599-PHOTO-2022-02-07-15-23-32.jpg","photo",0
"1098","7/2/22 15:23:34","7/02/2022",15:23:34,"Sofi","programa re vos","texto",0
"1099","7/2/22 15:23:36","7/02/2022",15:23:36,"Taty","me encanta !!","texto",0
"1100","7/2/22 15:23:36","7/02/2022",15:23:36,"Sofi","re chinese!!!","texto",0
"1101","7/2/22 15:23:39","7/02/2022",15:23:39,"Sofi","re que nos roban!!!!","texto",0
"1102","7/2/22 15:23:40","7/02/2022",15:23:40,"Taty","MAL !!!","texto",0
"1103","7/2/22 15:23:48","7/02/2022",15:23:48,"Taty","Re que fuimos y nunca más regresamos !!!","texto",0
"1104","7/2/22 15:23:54","7/02/2022",15:23:54,"Sofi","amooo","texto",0
"1105","7/2/22 15:23:56","7/02/2022",15:23:56,"Pali","adjunto= 00003607-STICKER-2022-02-07-15-23-56.webp","sticker",0
"1106","7/2/22 15:24:01","7/02/2022",15:24:01,"Sofi","y vos te pones a hablar en kosher","texto",0
"1107","7/2/22 15:24:01","7/02/2022",15:24:01,"Taty","Fue un programa solo con ida al ONCE uwu","texto",0
"1108","7/2/22 15:24:04","7/02/2022",15:24:04,"Sofi","para que nos dejen ir","texto",0
"1109","7/2/22 15:24:05","7/02/2022",15:24:05,"Delfi","no","texto",0
"1110","7/2/22 15:24:06","7/02/2022",15:24:06,"Delfi","xd","texto",0
"1111","7/2/22 15:24:08","7/02/2022",15:24:08,"Taty","JAJAJAJJAAJ","texto",0
"1112","7/2/22 15:24:17","7/02/2022",15:24:17,"Pali","yo creo que fumo y largo caca de los oidos!","texto",0
"1113","7/2/22 15:24:18","7/02/2022",15:24:18,"Taty","Les digo Shalom y zafamos !!!","texto",0
"1114","7/2/22 15:24:22","7/02/2022",15:24:22,"Sofi","JAJAJAJA","texto",0
"1115","7/2/22 15:24:22","7/02/2022",15:24:22,"Pali","pero en un toque fumo","texto",0
"1116","7/2/22 15:24:25","7/02/2022",15:24:25,"Sofi","es que toy en ayunas","texto",0
"1117","7/2/22 15:24:27","7/02/2022",15:24:27,"Pali","🤩🤩","texto",2
"1118","7/2/22 15:24:28","7/02/2022",15:24:28,"Sofi","sino no fumaria","texto",0
"1119","7/2/22 15:24:29","7/02/2022",15:24:29,"Sofi","porque","texto",0
"1120","7/2/22 15:24:32","7/02/2022",15:24:32,"Sofi","me meo por el culo","texto",0
"1121","7/2/22 15:24:33","7/02/2022",15:24:33,"Pali","ayunas de puzo","texto",0
"1122","7/2/22 15:24:42","7/02/2022",15:24:42,"Pali","adjunto= 00003624-STICKER-2022-02-07-15-24-42.webp","sticker",0
"1123","7/2/22 15:24:53","7/02/2022",15:24:53,"Michu","Que ricooo","texto",0
"1124","7/2/22 15:25:03","7/02/2022",15:25:03,"Michu","Ah me quedo tranquila 😌","texto",1
"1125","7/2/22 15:25:24","7/02/2022",15:25:24,"Michu","adjunto= 00003627-STICKER-2022-02-07-15-25-24.webp","sticker",0
"1126","7/2/22 15:25:34","7/02/2022",15:25:34,"Sofi","tengo la heladera vacia","texto",0
"1127","7/2/22 15:25:36","7/02/2022",15:25:36,"Sofi","tengo q ir a comprar","texto",0
"1128","7/2/22 15:25:37","7/02/2022",15:25:37,"Sofi","comida","texto",0
"1129","7/2/22 15:25:58","7/02/2022",15:25:58,"Michu","Sale mcd","texto",0
"1130","7/2/22 15:28:02","7/02/2022",15:28:02,"Pali","CUICAS","texto",0
"1131","7/2/22 15:28:03","7/02/2022",15:28:03,"Pali","CHICAS","texto",0
"1132","7/2/22 15:28:04","7/02/2022",15:28:04,"Pali","CHICAS","texto",0
"1133","7/2/22 15:28:06","7/02/2022",15:28:06,"Pali","CHICGAS","texto",0
"1134","7/2/22 15:28:07","7/02/2022",15:28:07,"Pali","CHICAS","texto",0
"1135","7/2/22 15:28:08","7/02/2022",15:28:08,"Pali","CHOCAS","texto",0
"1136","7/2/22 15:28:10","7/02/2022",15:28:10,"Pali","CHISA A","texto",0
"1137","7/2/22 15:28:12","7/02/2022",15:28:12,"Pali","AYUDASAAAAA","texto",0
"1138","7/2/22 15:28:14","7/02/2022",15:28:14,"Pali","NOOOOOOO","texto",0
"1139","7/2/22 15:28:15","7/02/2022",15:28:15,"Pali","NO","texto",0
"1140","7/2/22 15:28:16","7/02/2022",15:28:16,"Pali","NO","texto",0
"1141","7/2/22 15:28:18","7/02/2022",15:28:18,"Pali","I","texto",0
"1142","7/2/22 15:28:29","7/02/2022",15:28:29,"Pali","adjunto= 00003644-PHOTO-2022-02-07-15-28-29.jpg","photo",0
"1143","7/2/22 15:28:31","7/02/2022",15:28:31,"Clari","QUE","texto",0
"1144","7/2/22 15:28:37","7/02/2022",15:28:37,"Pau","Sisisi o tambien con arcade","texto",0
"1145","7/2/22 15:28:43","7/02/2022",15:28:43,"Clari","JAVI??","texto",0
"1146","7/2/22 15:28:45","7/02/2022",15:28:45,"Clari","Aceptalos","texto",0
"1147","7/2/22 15:28:51","7/02/2022",15:28:51,"Clari","A mi tamb me mandaron","texto",0
"1148","7/2/22 15:28:56","7/02/2022",15:28:56,"Michu","A mi tambien me mandaron","texto",0
"1149","7/2/22 15:28:58","7/02/2022",15:28:58,"Michu","ESO","texto",0
"1150","7/2/22 15:28:59","7/02/2022",15:28:59,"Michu","?????","texto",0
"1151","7/2/22 15:29:02","7/02/2022",15:29:02,"Clari","0ero q hace javi ahi","texto",0
"1152","7/2/22 15:29:03","7/02/2022",15:29:03,"Pali","Y EL APELLIDO","texto",0
"1153","7/2/22 15:29:04","7/02/2022",15:29:04,"Pali","CHICAS","texto",0
"1154","7/2/22 15:29:07","7/02/2022",15:29:07,"Michu","adjunto= 00003656-STICKER-2022-02-07-15-29-07.webp","sticker",0
"1155","7/2/22 15:29:09","7/02/2022",15:29:09,"Pali","QUE ESTA PASANDOOOOOOO","texto",0
"1156","7/2/22 15:29:14","7/02/2022",15:29:14,"Pali","SOY ESTEEEEEE","texto",0
"1157","7/2/22 15:29:23","7/02/2022",15:29:23,"Michu","JAJAJAJJAJAJAJAJA","texto",0
"1158","7/2/22 15:29:25","7/02/2022",15:29:25,"Michu","Cambialo YA","texto",0
"1159","7/2/22 15:29:30","7/02/2022",15:29:30,"Michu","Saca esas malas vibras de ahi!!","texto",0
"1160","7/2/22 15:29:35","7/02/2022",15:29:35,"Michu","Igual estoy re gozando que tenes hay day","texto",0
"1161","7/2/22 15:29:39","7/02/2022",15:29:39,"Pali","pero que hace en el CELULAE DE MI PAP","texto",0
"1162","7/2/22 15:29:44","7/02/2022",15:29:44,"Pali","TIPO ESTE ES DE MI PAPÁ","texto",0
"1163","7/2/22 15:29:50","7/02/2022",15:29:50,"Pali","QUE LO CAMBIE PORQUE TIENE MÁS GIGAS","texto",0
"1164","7/2/22 15:30:32","7/02/2022",15:30:32,"Taty","WTF","texto",0
"1165","7/2/22 15:30:36","7/02/2022",15:30:36,"Taty","WTF","texto",0
"1166","7/2/22 15:30:45","7/02/2022",15:30:45,"Pali","adjunto= 00003668-PHOTO-2022-02-07-15-30-45.jpg","photo",0
"1167","7/2/22 15:30:46","7/02/2022",15:30:46,"Taty","YA LE CAMBIAS EL NOMBRE !!!!!","texto",0
"1168","7/2/22 15:30:56","7/02/2022",15:30:56,"Taty","🧘‍♀️🧘‍♀️🧘‍♀️🧘‍♀️🧘‍♀️🧘‍♀️","texto",6
"1169","7/2/22 15:30:57","7/02/2022",15:30:57,"Clari","MIEDO","texto",0
"1170","7/2/22 15:31:28","7/02/2022",15:31:28,"Sofi","#YCQ9RP9QL","texto",0
"1171","7/2/22 15:31:31","7/02/2022",15:31:31,"Sofi","agreguenme","texto",0
"1172","7/2/22 15:31:43","7/02/2022",15:31:43,"Clari","JAJAJJAJAJA","texto",0
"1173","7/2/22 15:32:03","7/02/2022",15:32:03,"Pali","adjunto= 00003675-PHOTO-2022-02-07-15-32-03.jpg","photo",0
"1174","7/2/22 15:32:08","7/02/2022",15:32:08,"Pali","porque porque","texto",0
"1175","7/2/22 15:32:11","7/02/2022",15:32:11,"Pali","no entiendo chicas","texto",0
"1176","7/2/22 15:32:15","7/02/2022",15:32:15,"Pali","yo les juro que no hice nada","texto",0
"1177","7/2/22 15:32:20","7/02/2022",15:32:20,"Pali","APARECIÓ ASÍ DE LA NADA","texto",0
"1178","7/2/22 15:32:29","7/02/2022",15:32:29,"Pau","NOO QUE JAJAJAJAJA","texto",0
"1179","7/2/22 15:32:31","7/02/2022",15:32:31,"Pali","chicas que carajo","texto",0
"1180","7/2/22 15:32:36","7/02/2022",15:32:36,"Pali","necesito una respuesta","texto",0
"1181","7/2/22 15:32:43","7/02/2022",15:32:43,"Pali","porque me voy a lastimar !","texto",0
"1182","7/2/22 15:33:12","7/02/2022",15:33:12,"Clari","No lo pusiste vos asi?","texto",0
"1183","7/2/22 15:33:27","7/02/2022",15:33:27,"Clari","Jugaste con el o algo","texto",0
"1184","7/2/22 15:34:49","7/02/2022",15:34:49,"Sofi","se llama","texto",0
"1185","7/2/22 15:34:57","7/02/2022",15:34:57,"Sofi","edem4sparadise","texto",0
"1186","7/2/22 15:35:05","7/02/2022",15:35:05,"Sofi","enema era lpm","texto",0
"1187","7/2/22 15:35:49","7/02/2022",15:35:49,"Pau","JAJAAJAJAJAAJAJAJJAAJAJAJAP","texto",0
"1188","7/2/22 15:35:59","7/02/2022",15:35:59,"Pau","DEEEEEE","texto",0
"1189","7/2/22 15:36:03","7/02/2022",15:36:03,"Pau","SEEEEPEEEEEE","texto",0
"1190","7/2/22 15:36:23","7/02/2022",15:36:23,"Pali","nooooo","texto",0
"1191","7/2/22 15:36:29","7/02/2022",15:36:29,"Pali","que caraaaajo","texto",0
"1192","7/2/22 15:36:33","7/02/2022",15:36:33,"Pali","no entiendo nada","texto",0
"1193","7/2/22 15:36:34","7/02/2022",15:36:34,"Pali","jajajaja","texto",0
"1194","7/2/22 15:44:08","7/02/2022",15:44:08,"Michu","Muuyyy que catajo","texto",0
"1195","7/2/22 15:46:02","7/02/2022",15:46:02,"Pali","#YJVQVRLVJ","texto",0
"1196","7/2/22 15:46:07","7/02/2022",15:46:07,"Pali","AGREGENME","texto",0
"1197","7/2/22 15:46:14","7/02/2022",15:46:14,"Pali","NO SE COMO SE HACE.  !","texto",0
"1198","7/2/22 15:46:18","7/02/2022",15:46:18,"Pali","las quiero tener a todas!","texto",0
"1199","7/2/22 15:46:21","7/02/2022",15:46:21,"Pali","u.u","texto",0
"1200","7/2/22 15:46:34","7/02/2022",15:46:34,"Pau","Votyyyy","texto",0
"1201","7/2/22 15:47:24","7/02/2022",15:47:24,"Pau","Ya les mande solicitud a el enema y turuleca","texto",0
"1202","7/2/22 15:49:13","7/02/2022",15:49:13,"Michu","Yo tambien!!","texto",0
"1203","7/2/22 15:55:15","7/02/2022",15:55:15,"Pali","adjunto= 00003705-STICKER-2022-02-07-15-55-15.webp","sticker",0
"1204","7/2/22 15:56:55","7/02/2022",15:56:55,"Taty","Ahí las agregué","texto",0
"1205","7/2/22 16:31:51","7/02/2022",16:31:51,"Sofi","ahre chicqs tuve la pelea mas ridicula con mi mama","texto",0
"1206","7/2/22 16:31:54","7/02/2022",16:31:54,"Sofi","no entiendo nada","texto",0
"1207","7/2/22 16:32:46","7/02/2022",16:32:46,"Taty","Por ??","texto",0
"1208","7/2/22 16:32:56","7/02/2022",16:32:56,"Taty","Q paso","texto",0
"1209","7/2/22 16:33:42","7/02/2022",16:33:42,"Sofi","btw alguna esta al pedo?","texto",0
"1210","7/2/22 16:33:47","7/02/2022",16:33:47,"Sofi","tengo q haxer tiempo","texto",0
"1211","7/2/22 16:33:51","7/02/2022",16:33:51,"Sofi","en cerini","texto",0
"1212","7/2/22 16:45:31","7/02/2022",16:45:31,"Delfi","JAJAJAJAJAJA","texto",0
"1213","7/2/22 17:34:40","7/02/2022",17:34:40,"Michu","Que paso amigaa","texto",0
"1214","7/2/22 17:47:36","7/02/2022",17:47:36,"Pali","adjunto= 00003716-PHOTO-2022-02-07-17-47-36.jpg","photo",0
"1215","7/2/22 17:48:10","7/02/2022",17:48:10,"Pali","adjunto= 00003717-AUDIO-2022-02-07-17-48-10.opus","audio",0
"1216","7/2/22 17:49:09","7/02/2022",17:49:09,"Pau","AJajajajajajaajajajajajajajajajajaajajaajajajajajajajaja","texto",0
"1217","7/2/22 17:49:14","7/02/2022",17:49:14,"Pau","JAJAJAJAJAJAJAJAJAJAJAAJA","texto",0
"1218","7/2/22 17:50:28","7/02/2022",17:50:28,"Sofi","m hizo una intervención por estar en cualquiera(?????","texto",0
"1219","7/2/22 17:54:47","7/02/2022",17:54:47,"Sofi","bueno me lo corte re cortito","texto",0
"1220","7/2/22 17:55:17","7/02/2022",17:55:17,"Sofi","y mañana me tiñooo","texto",0
"1221","7/2/22 17:55:22","7/02/2022",17:55:22,"Sofi","adjunto= 00003723-PHOTO-2022-02-07-17-55-22.jpg","photo",0
"1222","7/2/22 17:58:14","7/02/2022",17:58:14,"Pali","LAMIERDA SOS UNA DIOSA","texto",0
"1223","7/2/22 17:58:20","7/02/2022",17:58:20,"Pali","ME MIERO RE POPUTONA","texto",0
"1224","7/2/22 17:58:52","7/02/2022",17:58:52,"Michu","GOOOOD","texto",0
"1225","7/2/22 17:58:57","7/02/2022",17:58:57,"Michu","Uff mal ahi esas convos nqv","texto",0
"1226","7/2/22 17:59:04","7/02/2022",17:59:04,"Michu","JAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAjajajajaj","texto",0
"1227","7/2/22 17:59:24","7/02/2022",17:59:24,"Michu","Pov te escondes para ver cuanto tiempo tardan en encontrarte pero de la nada se hace de noche","texto",0
"1228","7/2/22 17:59:59","7/02/2022",17:59:59,"Pau","WOW WOW ALTO CORTEEEEEE ME ENCANTO MUCHISIMO","texto",0
"1229","7/2/22 18:00:39","7/02/2022",18:00:39,"Sol","JAJAJAJAJAJAJA","texto",0
"1230","7/2/22 18:00:51","7/02/2022",18:00:51,"Sol","Me encantaaaaaaaaaa😍","texto",1
"1231","7/2/22 18:02:49","7/02/2022",18:02:49,"Pali","TOTAL","texto",0
"1232","7/2/22 18:03:09","7/02/2022",18:03:09,"Pali","adjunto= 00003734-VIDEO-2022-02-07-18-03-09.mp4","video",0
"1233","7/2/22 18:32:56","7/02/2022",18:32:56,"Sofi","adjunto= 00003735-PHOTO-2022-02-07-18-32-56.jpg","photo",0
"1234","7/2/22 18:32:58","7/02/2022",18:32:58,"Sofi","delfi","texto",0
"1235","7/2/22 18:33:00","7/02/2022",18:33:00,"Sofi","@5491159071986","texto",0
"1236","7/2/22 18:33:03","7/02/2022",18:33:03,"Sofi","voy a la verduleria","texto",0
"1237","7/2/22 18:33:04","7/02/2022",18:33:04,"Sofi","y voy","texto",0
"1238","7/2/22 18:33:09","7/02/2022",18:33:09,"Delfi","HOLA","texto",0
"1239","7/2/22 18:33:20","7/02/2022",18:33:20,"Delfi","dale","texto",0
"1240","7/2/22 18:37:30","7/02/2022",18:37:30,"Sofi","no llevo las telas","texto",0
"1241","7/2/22 19:20:28","7/02/2022",19:20:28,"Michu","adjunto= 00003743-PHOTO-2022-02-07-19-20-28.jpg","photo",0
"1242","7/2/22 19:21:20","7/02/2022",19:21:20,"Taty","PETRIFICADO","texto",0
"1243","7/2/22 19:21:24","7/02/2022",19:21:24,"Taty","Embalsamado","texto",0
"1244","7/2/22 19:21:58","7/02/2022",19:21:58,"Michu","JAJAJJAJAJAJAJAJAJAJ","texto",0
"1245","7/2/22 19:22:00","7/02/2022",19:22:00,"Michu","EMBALSAMADOOOOO","texto",0
"1246","7/2/22 20:25:01","7/02/2022",20:25:01,"Pau","JAaaaaaaaa","texto",0
"1247","7/2/22 23:22:01","7/02/2022",23:22:01,"Sofi","maana me tiño","texto",0
"1248","7/2/22 23:22:03","7/02/2022",23:22:03,"Sofi","13:30","texto",0
"1249","7/2/22 23:22:06","7/02/2022",23:22:06,"Sofi","cerini alcorta","texto",0
"1250","7/2/22 23:22:09","7/02/2022",23:22:09,"Sofi","voy a estar 5 horas","texto",0
"1251","7/2/22 23:22:15","7/02/2022",23:22:15,"Sofi","para la que quiera venir 👩🏼‍❤️‍💋‍👩🏽🥰🥲🏐","texto",7
"1252","7/2/22 23:22:17","7/02/2022",23:22:17,"Pau","Uuffffffffff","texto",0
"1253","7/2/22 23:22:18","7/02/2022",23:22:18,"Sofi","4*","texto",0
"1254","7/2/22 23:22:20","7/02/2022",23:22:20,"Pau","Jajajajajajajajajaja","texto",0
"1255","7/2/22 23:22:39","7/02/2022",23:22:39,"Pau","Yo voy a estar en frente de la facultad de derecho comiendo con marcos","texto",0
"1256","7/2/22 23:24:11","7/02/2022",23:24:11,"Sofi","JAJAJA","texto",0
"1257","7/2/22 23:24:48","7/02/2022",23:24:48,"Pau","Quizas podemos pasar a saludar","texto",0
"1258","7/2/22 23:25:10","7/02/2022",23:25:10,"Pau","Si fuese por mi si pero mañana le digo a marcos y vemos","texto",0
"1259","7/2/22 23:36:03","7/02/2022",23:36:03,"Michu","Lpm same","texto",0
"1260","7/2/22 23:36:11","7/02/2022",23:36:11,"Michu","Un montón","texto",0
"1261","7/2/22 23:36:13","7/02/2022",23:36:13,"Michu","Ojala pudiera irrr","texto",0
"1262","7/2/22 23:58:12","7/02/2022",23:58:12,"Taty","Same","texto",0
"1263","8/2/22 0:00:45","8/02/2022",00:00:45,"Sofi","daleee","texto",0
"1264","8/2/22 0:00:51","8/02/2022",00:00:51,"Sofi","PLIS","texto",0
"1265","8/2/22 8:33:10","8/02/2022",08:33:10,"Delfi","ai mooooo","texto",0
"1266","8/2/22 8:33:37","8/02/2022",08:33:37,"Delfi","no puedo voy a estar en capital 🥲","texto",1
"1267","8/2/22 8:55:59","8/02/2022",08:55:59,"Delfi","BUEN DÍA NADIE TAPE ESTE MENSAJE PORFAVOR","texto",0
"1268","8/2/22 8:56:38","8/02/2022",08:56:38,"Sol","KEEEEEEEEEE","texto",0
"1269","8/2/22 8:56:41","8/02/2022",08:56:41,"Sol","Sácala ya","texto",0
"1270","8/2/22 9:06:25","8/02/2022",09:06:25,"Pali","YA SABIAAAAAA","texto",0
"1271","8/2/22 9:06:36","8/02/2022",09:06:36,"Pali","OSSA NO QUE IBA A SER PERO LO PUSO EN TWITTER HACE INOS DÍAS","texto",0
"1272","8/2/22 9:06:56","8/02/2022",09:06:56,"Pali","adjunto= 00003774-PHOTO-2022-02-08-09-06-56.jpg","photo",0
"1273","8/2/22 9:06:58","8/02/2022",09:06:58,"Pali","VAMO","texto",0
