Fecha y Hora,Fecha,Hora,Integrante,Mensaje,Tipo de Mensaje,Cantidad Emojis
7/2/22 15:28:07,7/02/2022,15:28:07,Pali,CHICAS,texto,
7/2/22 15:28:08,7/02/2022,15:28:08,Pali,CHOCAS,texto,
7/2/22 15:28:10,7/02/2022,15:28:10,Pali,CHISA A,texto,
7/2/22 15:28:12,7/02/2022,15:28:12,Pali,AYUDASAAAAA,texto,
7/2/22 15:28:14,7/02/2022,15:28:14,Pali,NOOOOOOO,texto,
7/2/22 15:28:15,7/02/2022,15:28:15,Pali,NO,texto,
7/2/22 15:28:16,7/02/2022,15:28:16,Pali,NO,texto,
7/2/22 15:28:18,7/02/2022,15:28:18,Pali,I,texto,
7/2/22 15:28:29,7/02/2022,15:28:29,Pali,adjunto= 00003644-PHOTO-2022-02-07-15-28-29.jpg,photo,
7/2/22 15:28:31,7/02/2022,15:28:31,Clari,QUE,texto,
7/2/22 15:28:37,7/02/2022,15:28:37,Pau,Sisisi o tambien con arcade,texto,
7/2/22 15:28:43,7/02/2022,15:28:43,Clari,JAVI??,texto,
7/2/22 15:28:45,7/02/2022,15:28:45,Clari,Aceptalos,texto,
7/2/22 15:28:51,7/02/2022,15:28:51,Clari,A mi tamb me mandaron,texto,
7/2/22 15:28:56,7/02/2022,15:28:56,Michu,A mi tambien me mandaron,texto,
7/2/22 15:28:58,7/02/2022,15:28:58,Michu,ESO,texto,
7/2/22 15:28:59,7/02/2022,15:28:59,Michu,?????,texto,
7/2/22 15:29:02,7/02/2022,15:29:02,Clari,0ero q hace javi ahi,texto,
7/2/22 15:29:03,7/02/2022,15:29:03,Pali,Y EL APELLIDO,texto,
7/2/22 15:29:04,7/02/2022,15:29:04,Pali,CHICAS,texto,
7/2/22 15:29:07,7/02/2022,15:29:07,Michu,adjunto= 00003656-STICKER-2022-02-07-15-29-07.webp,sticker,
7/2/22 15:29:09,7/02/2022,15:29:09,Pali,QUE ESTA PASANDOOOOOOO,texto,
7/2/22 15:29:14,7/02/2022,15:29:14,Pali,SOY ESTEEEEEE,texto,
7/2/22 15:29:23,7/02/2022,15:29:23,Michu,JAJAJAJJAJAJAJAJA,texto,
7/2/22 15:29:25,7/02/2022,15:29:25,Michu,Cambialo YA,texto,
7/2/22 15:29:30,7/02/2022,15:29:30,Michu,Saca esas malas vibras de ahi!!,texto,
7/2/22 15:29:35,7/02/2022,15:29:35,Michu,Igual estoy re gozando que tenes hay day,texto,
7/2/22 15:29:39,7/02/2022,15:29:39,Pali,pero que hace en el CELULAE DE MI PAP,texto,
7/2/22 15:29:44,7/02/2022,15:29:44,Pali,TIPO ESTE ES DE MI PAPÁ,texto,
7/2/22 15:29:50,7/02/2022,15:29:50,Pali,QUE LO CAMBIE PORQUE TIENE MÁS GIGAS,texto,
7/2/22 15:30:32,7/02/2022,15:30:32,Taty,WTF,texto,
7/2/22 15:30:36,7/02/2022,15:30:36,Taty,WTF,texto,
7/2/22 15:30:45,7/02/2022,15:30:45,Pali,adjunto= 00003668-PHOTO-2022-02-07-15-30-45.jpg,photo,
7/2/22 15:30:46,7/02/2022,15:30:46,Taty,YA LE CAMBIAS EL NOMBRE !!!!!,texto,
7/2/22 15:30:56,7/02/2022,15:30:56,Taty,🧘‍♀️🧘‍♀️🧘‍♀️🧘‍♀️🧘‍♀️🧘‍♀️,texto,
7/2/22 15:30:57,7/02/2022,15:30:57,Clari,MIEDO,texto,
7/2/22 15:31:28,7/02/2022,15:31:28,Sofi,#YCQ9RP9QL,texto,
7/2/22 15:31:31,7/02/2022,15:31:31,Sofi,agreguenme,texto,
7/2/22 15:31:43,7/02/2022,15:31:43,Clari,JAJAJJAJAJA,texto,
7/2/22 15:32:03,7/02/2022,15:32:03,Pali,adjunto= 00003675-PHOTO-2022-02-07-15-32-03.jpg,photo,
7/2/22 15:32:08,7/02/2022,15:32:08,Pali,porque porque,texto,
7/2/22 15:32:11,7/02/2022,15:32:11,Pali,no entiendo chicas,texto,
7/2/22 15:32:15,7/02/2022,15:32:15,Pali,yo les juro que no hice nada,texto,
7/2/22 15:32:20,7/02/2022,15:32:20,Pali,APARECIÓ ASÍ DE LA NADA,texto,
7/2/22 15:32:29,7/02/2022,15:32:29,Pau,NOO QUE JAJAJAJAJA,texto,
7/2/22 15:32:31,7/02/2022,15:32:31,Pali,chicas que carajo,texto,
7/2/22 15:32:36,7/02/2022,15:32:36,Pali,necesito una respuesta,texto,
7/2/22 15:32:43,7/02/2022,15:32:43,Pali,porque me voy a lastimar !,texto,
7/2/22 15:33:12,7/02/2022,15:33:12,Clari,No lo pusiste vos asi?,texto,
7/2/22 15:33:27,7/02/2022,15:33:27,Clari,Jugaste con el o algo,texto,
7/2/22 15:34:49,7/02/2022,15:34:49,Sofi,se llama,texto,
7/2/22 15:34:57,7/02/2022,15:34:57,Sofi,edem4sparadise,texto,
7/2/22 15:35:05,7/02/2022,15:35:05,Sofi,enema era lpm,texto,
7/2/22 15:35:49,7/02/2022,15:35:49,Pau,JAJAAJAJAJAAJAJAJJAAJAJAJAP,texto,
7/2/22 15:35:59,7/02/2022,15:35:59,Pau,DEEEEEE,texto,
7/2/22 15:36:03,7/02/2022,15:36:03,Pau,SEEEEPEEEEEE,texto,
7/2/22 15:36:23,7/02/2022,15:36:23,Pali,nooooo,texto,
7/2/22 15:36:29,7/02/2022,15:36:29,Pali,que caraaaajo,texto,
7/2/22 15:36:33,7/02/2022,15:36:33,Pali,no entiendo nada,texto,
7/2/22 15:36:34,7/02/2022,15:36:34,Pali,jajajaja,texto,
7/2/22 15:44:08,7/02/2022,15:44:08,Michu,Muuyyy que catajo,texto,
7/2/22 15:46:02,7/02/2022,15:46:02,Pali,#YJVQVRLVJ,texto,
7/2/22 15:46:07,7/02/2022,15:46:07,Pali,AGREGENME,texto,
7/2/22 15:46:14,7/02/2022,15:46:14,Pali,NO SE COMO SE HACE.  !,texto,
7/2/22 15:46:18,7/02/2022,15:46:18,Pali,las quiero tener a todas!,texto,
7/2/22 15:46:21,7/02/2022,15:46:21,Pali,u.u,texto,
7/2/22 15:46:34,7/02/2022,15:46:34,Pau,Votyyyy,texto,
7/2/22 15:47:24,7/02/2022,15:47:24,Pau,Ya les mande solicitud a el enema y turuleca,texto,
7/2/22 15:49:13,7/02/2022,15:49:13,Michu,Yo tambien!!,texto,
7/2/22 15:55:15,7/02/2022,15:55:15,Pali,adjunto= 00003705-STICKER-2022-02-07-15-55-15.webp,sticker,
7/2/22 15:56:55,7/02/2022,15:56:55,Taty,Ahí las agregué,texto,
7/2/22 16:31:51,7/02/2022,16:31:51,Sofi,ahre chicqs tuve la pelea mas ridicula con mi mama,texto,
7/2/22 16:31:54,7/02/2022,16:31:54,Sofi,no entiendo nada,texto,
7/2/22 16:32:46,7/02/2022,16:32:46,Taty,Por ??,texto,
7/2/22 16:32:56,7/02/2022,16:32:56,Taty,Q paso,texto,
7/2/22 16:33:42,7/02/2022,16:33:42,Sofi,btw alguna esta al pedo?,texto,
7/2/22 16:33:47,7/02/2022,16:33:47,Sofi,tengo q haxer tiempo,texto,
7/2/22 16:33:51,7/02/2022,16:33:51,Sofi,en cerini,texto,
7/2/22 16:45:31,7/02/2022,16:45:31,Delfi,JAJAJAJAJAJA,texto,
7/2/22 17:34:40,7/02/2022,17:34:40,Michu,Que paso amigaa,texto,
7/2/22 17:47:36,7/02/2022,17:47:36,Pali,adjunto= 00003716-PHOTO-2022-02-07-17-47-36.jpg,photo,
7/2/22 17:48:10,7/02/2022,17:48:10,Pali,adjunto= 00003717-AUDIO-2022-02-07-17-48-10.opus,audio,
7/2/22 17:49:09,7/02/2022,17:49:09,Pau,AJajajajajajaajajajajajajajajajajaajajaajajajajajajajaja,texto,
7/2/22 17:49:14,7/02/2022,17:49:14,Pau,JAJAJAJAJAJAJAJAJAJAJAAJA,texto,
7/2/22 17:50:28,7/02/2022,17:50:28,Sofi,m hizo una intervención por estar en cualquiera(?????,texto,
7/2/22 17:54:47,7/02/2022,17:54:47,Sofi,bueno me lo corte re cortito,texto,
7/2/22 17:55:17,7/02/2022,17:55:17,Sofi,y mañana me tiñooo,texto,
7/2/22 17:55:22,7/02/2022,17:55:22,Sofi,adjunto= 00003723-PHOTO-2022-02-07-17-55-22.jpg,photo,
7/2/22 17:58:14,7/02/2022,17:58:14,Pali,LAMIERDA SOS UNA DIOSA,texto,
7/2/22 17:58:20,7/02/2022,17:58:20,Pali,ME MIERO RE POPUTONA,texto,
7/2/22 17:58:52,7/02/2022,17:58:52,Michu,GOOOOD,texto,
7/2/22 17:58:57,7/02/2022,17:58:57,Michu,Uff mal ahi esas convos nqv,texto,
7/2/22 17:59:04,7/02/2022,17:59:04,Michu,JAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAjajajajaj,texto,
7/2/22 17:59:24,7/02/2022,17:59:24,Michu,Pov te escondes para ver cuanto tiempo tardan en encontrarte pero de la nada se hace de noche,texto,
7/2/22 17:59:59,7/02/2022,17:59:59,Pau,WOW WOW ALTO CORTEEEEEE ME ENCANTO MUCHISIMO,texto,
7/2/22 18:00:39,7/02/2022,18:00:39,Sol,JAJAJAJAJAJAJA,texto,
7/2/22 18:00:51,7/02/2022,18:00:51,Sol,Me encantaaaaaaaaaa😍,texto,
7/2/22 18:02:49,7/02/2022,18:02:49,Pali,TOTAL,texto,
7/2/22 18:03:09,7/02/2022,18:03:09,Pali,adjunto= 00003734-VIDEO-2022-02-07-18-03-09.mp4,video,
7/2/22 18:32:56,7/02/2022,18:32:56,Sofi,adjunto= 00003735-PHOTO-2022-02-07-18-32-56.jpg,photo,
7/2/22 18:32:58,7/02/2022,18:32:58,Sofi,delfi,texto,
7/2/22 18:33:00,7/02/2022,18:33:00,Sofi,@5491159071986,texto,
7/2/22 18:33:03,7/02/2022,18:33:03,Sofi,voy a la verduleria,texto,
7/2/22 18:33:04,7/02/2022,18:33:04,Sofi,y voy,texto,
7/2/22 18:33:09,7/02/2022,18:33:09,Delfi,HOLA,texto,
7/2/22 18:33:20,7/02/2022,18:33:20,Delfi,dale,texto,
7/2/22 18:37:30,7/02/2022,18:37:30,Sofi,no llevo las telas,texto,
7/2/22 19:20:28,7/02/2022,19:20:28,Michu,adjunto= 00003743-PHOTO-2022-02-07-19-20-28.jpg,photo,
7/2/22 19:21:20,7/02/2022,19:21:20,Taty,PETRIFICADO,texto,
7/2/22 19:21:24,7/02/2022,19:21:24,Taty,Embalsamado,texto,
7/2/22 19:21:58,7/02/2022,19:21:58,Michu,JAJAJJAJAJAJAJAJAJAJ,texto,
7/2/22 19:22:00,7/02/2022,19:22:00,Michu,EMBALSAMADOOOOO,texto,
7/2/22 20:25:01,7/02/2022,20:25:01,Pau,JAaaaaaaaa,texto,
7/2/22 23:22:01,7/02/2022,23:22:01,Sofi,maana me tiño,texto,
7/2/22 23:22:03,7/02/2022,23:22:03,Sofi,13:30,texto,
7/2/22 23:22:06,7/02/2022,23:22:06,Sofi,cerini alcorta,texto,
7/2/22 23:22:09,7/02/2022,23:22:09,Sofi,voy a estar 5 horas,texto,
7/2/22 23:22:15,7/02/2022,23:22:15,Sofi,para la que quiera venir 👩🏼‍❤️‍💋‍👩🏽🥰🥲🏐,texto,
7/2/22 23:22:17,7/02/2022,23:22:17,Pau,Uuffffffffff,texto,
7/2/22 23:22:18,7/02/2022,23:22:18,Sofi,4*,texto,
7/2/22 23:22:20,7/02/2022,23:22:20,Pau,Jajajajajajajajajaja,texto,
7/2/22 23:22:39,7/02/2022,23:22:39,Pau,Yo voy a estar en frente de la facultad de derecho comiendo con marcos,texto,
7/2/22 23:24:11,7/02/2022,23:24:11,Sofi,JAJAJA,texto,
7/2/22 23:24:48,7/02/2022,23:24:48,Pau,Quizas podemos pasar a saludar,texto,
7/2/22 23:25:10,7/02/2022,23:25:10,Pau,Si fuese por mi si pero mañana le digo a marcos y vemos,texto,
7/2/22 23:36:03,7/02/2022,23:36:03,Michu,Lpm same,texto,
7/2/22 23:36:11,7/02/2022,23:36:11,Michu,Un montón,texto,
7/2/22 23:36:13,7/02/2022,23:36:13,Michu,Ojala pudiera irrr,texto,
7/2/22 23:58:12,7/02/2022,23:58:12,Taty,Same,texto,
8/2/22 0:00:45,8/02/2022,0:00:45,Sofi,daleee,texto,
8/2/22 0:00:51,8/02/2022,0:00:51,Sofi,PLIS,texto,
8/2/22 8:33:10,8/02/2022,8:33:10,Delfi,ai mooooo,texto,
8/2/22 8:33:37,8/02/2022,8:33:37,Delfi,no puedo voy a estar en capital 🥲,texto,
8/2/22 8:55:59,8/02/2022,8:55:59,Delfi,BUEN DÍA NADIE TAPE ESTE MENSAJE PORFAVOR,texto,
8/2/22 8:56:38,8/02/2022,8:56:38,Sol,KEEEEEEEEEE,texto,
8/2/22 8:56:41,8/02/2022,8:56:41,Sol,Sácala ya,texto,
8/2/22 9:06:25,8/02/2022,9:06:25,Pali,YA SABIAAAAAA,texto,
8/2/22 9:06:36,8/02/2022,9:06:36,Pali,OSSA NO QUE IBA A SER PERO LO PUSO EN TWITTER HACE INOS DÍAS,texto,
8/2/22 9:06:56,8/02/2022,9:06:56,Pali,adjunto= 00003774-PHOTO-2022-02-08-09-06-56.jpg,photo,
8/2/22 9:06:58,8/02/2022,9:06:58,Pali,VAMO,texto,
8/2/22 9:07:01,8/02/2022,9:07:01,Pali,CUANTO SALE,texto,
8/2/22 9:07:05,8/02/2022,9:07:05,Delfi,6 mil,texto,
8/2/22 9:07:05,8/02/2022,9:07:05,Pali,YO QUIERO IR PROMERA FILA,texto,
8/2/22 9:07:09,8/02/2022,9:07:09,Pali,CHAU SI,texto,
8/2/22 9:07:09,8/02/2022,9:07:09,Delfi,estamos por sacar con sol,texto,
8/2/22 9:07:15,8/02/2022,9:07:15,Pali,UUUU YO QUIERO,texto,
8/2/22 9:07:17,8/02/2022,9:07:17,Delfi,hablemos por priv,texto,
8/2/22 9:07:19,8/02/2022,9:07:19,Delfi,SISIIS AMIFA,texto,
8/2/22 9:07:22,8/02/2022,9:07:22,Pali,BANQUEN RECIÉN ME DESPERTÉ,texto,
8/2/22 9:07:28,8/02/2022,9:07:28,Pali,!!!!,texto,
8/2/22 9:07:30,8/02/2022,9:07:30,Pali,esperen,texto,
8/2/22 9:07:55,8/02/2022,9:07:55,Sol,No hay,texto,
8/2/22 9:07:59,8/02/2022,9:07:59,Sol,Adelante hay campo,texto,
8/2/22 9:08:02,8/02/2022,9:08:02,Sol,Sin asientos,texto,
8/2/22 9:08:18,8/02/2022,9:08:18,Pali,NO ES EN EL LUNA?,texto,
8/2/22 11:20:46,8/02/2022,11:20:46,Sofi,odio a rels b amores,texto,
8/2/22 11:20:48,8/02/2022,11:20:48,Sofi,perdon,texto,
8/2/22 11:20:51,8/02/2022,11:20:51,Sofi,me parece alto pete,texto,
8/2/22 11:20:57,8/02/2022,11:20:57,Sofi,@5491138706329 me rei mucho ayer ami,texto,
8/2/22 11:21:02,8/02/2022,11:21:02,Sofi,estabas DESCOLOCADISIMA!!!!,texto,
8/2/22 11:21:11,8/02/2022,11:21:11,Sofi,quien me segundea 1 pucho de desayunoooiooii,texto,
8/2/22 11:21:23,8/02/2022,11:21:23,Pali,KAJAJAJAJAJAJA,texto,
8/2/22 11:21:39,8/02/2022,11:21:39,Pali,DIOS BADOO ME DIO ALMA AL CUERPO!,texto,
8/2/22 11:22:00,8/02/2022,11:22:00,Pali,lo tuve que borrar porque pense si alguno de esos hombres espantosos me seguía con mi ubicación,texto,
8/2/22 11:22:04,8/02/2022,11:22:04,Pali,y me mandaba a matar,texto,
8/2/22 11:22:20,8/02/2022,11:22:20,Pali,porque? ???????,texto,
8/2/22 11:23:39,8/02/2022,11:23:39,Michu,Esooooo,texto,
8/2/22 11:23:45,8/02/2022,11:23:45,Michu,🥺🥺🥺🧘‍♀️🧘‍♀️🧘‍♀️,texto,
8/2/22 11:24:00,8/02/2022,11:24:00,Michu,Me mojé chau,texto,
8/2/22 11:24:06,8/02/2022,11:24:06,Delfi,te compramossss bebeta,texto,
8/2/22 11:24:09,8/02/2022,11:24:09,Michu,Siii,texto,
8/2/22 11:24:10,8/02/2022,11:24:10,Michu,Me dojoooo,texto,
8/2/22 11:24:11,8/02/2022,11:24:11,Michu,Solchus,texto,
8/2/22 11:24:14,8/02/2022,11:24:14,Delfi,OS,texto,
8/2/22 11:24:15,8/02/2022,11:24:15,Michu,ME LEVANTE LLORANDO,texto,
8/2/22 11:24:18,8/02/2022,11:24:18,Michu,De la empcion,texto,
8/2/22 11:24:20,8/02/2022,11:24:20,Michu,BAJAJAJAJAJA,texto,
8/2/22 11:24:21,8/02/2022,11:24:21,Pali,re manija!,texto,
8/2/22 11:24:23,8/02/2022,11:24:23,Delfi,shoro que vamos a estar separadas,texto,
8/2/22 11:24:27,8/02/2022,11:24:27,Pali,no puedo creer,texto,
8/2/22 11:24:36,8/02/2022,11:24:36,Delfi,adjunto= 00003816-STICKER-2022-02-08-11-24-36.webp,sticker,
8/2/22 11:24:38,8/02/2022,11:24:38,Pali,yo quiero seguirlo después,texto,
8/2/22 11:24:38,8/02/2022,11:24:38,Delfi,adjunto= 00003818-STICKER-2022-02-08-11-24-38.webp,sticker,
8/2/22 11:24:46,8/02/2022,11:24:46,Michu,si pero la verdad estoy mas manija con el simple hecho que lo bamos a ver,texto,
8/2/22 11:24:48,8/02/2022,11:24:48,Pali,tipo ver a donde va,texto,
8/2/22 11:24:49,8/02/2022,11:24:49,Michu,No lo puedo creer,texto,
8/2/22 11:24:53,8/02/2022,11:24:53,Michu,JAJAJAJJA,texto,
8/2/22 11:24:54,8/02/2022,11:24:54,Michu,ME VA,texto,
8/2/22 11:24:56,8/02/2022,11:24:56,Pali,y ver bien en que hotel va a estar,texto,
8/2/22 11:24:56,8/02/2022,11:24:56,Michu,HAJAJAJAJAJA,texto,
8/2/22 11:24:58,8/02/2022,11:24:58,Delfi,obvio,texto,
8/2/22 11:24:59,8/02/2022,11:24:59,Michu,Vamos al hotel,texto,
8/2/22 11:25:06,8/02/2022,11:25:06,Pali,para ir antes y tocarlo,texto,
8/2/22 11:25:15,8/02/2022,11:25:15,Michu,adjunto= 00003829-PHOTO-2022-02-08-11-25-15.jpg,photo,
8/2/22 11:25:18,8/02/2022,11:25:18,Pali,o respirar un fla su aire,texto,
8/2/22 11:25:20,8/02/2022,11:25:20,Michu,🤑🤑🤑🤑🤑,texto,
8/2/22 11:25:31,8/02/2022,11:25:31,Delfi,adjunto= 00003832-PHOTO-2022-02-08-11-25-31.jpg,photo,
8/2/22 11:25:40,8/02/2022,11:25:40,Michu,UUFFF QUE TEMON SHOTO,texto,
8/2/22 11:25:40,8/02/2022,11:25:40,Pali,dios que ONVRE,texto,
8/2/22 11:25:43,8/02/2022,11:25:43,Delfi,un FLAKKK SU AIRE,texto,
8/2/22 11:25:44,8/02/2022,11:25:44,Michu,Uuy same ese reminder gracias me recordaste a mi,texto,
8/2/22 11:25:48,8/02/2022,11:25:48,Michu,JAJSJAJSJSJXJIDNFV,texto,
8/2/22 11:25:50,8/02/2022,11:25:50,Delfi,🥸,texto,
8/2/22 11:25:52,8/02/2022,11:25:52,Delfi,JAJAJAJA,texto,
8/2/22 11:26:02,8/02/2022,11:26:02,Pali,UUUUU HOY TENGO GINECOLOGA,texto,
8/2/22 11:26:07,8/02/2022,11:26:07,Delfi,NO ME CONTESTA HACE FOS SEMANAS,texto,
8/2/22 11:26:07,8/02/2022,11:26:07,Pali,QUE GANAS DE CAGAR,texto,
8/2/22 11:26:22,8/02/2022,11:26:22,Delfi,y me tengo que sacar todas las muelas de juicio 🦷,texto,
8/2/22 11:26:42,8/02/2022,11:26:42,Michu,El muo desds 2021 no me contesta 🥸,texto,
8/2/22 11:26:46,8/02/2022,11:26:46,Michu,AJAJAJAJAJAJAJA,texto,
8/2/22 11:26:53,8/02/2022,11:26:53,Michu,tengo que encontrar otro conchudo de mierda,texto,
8/2/22 11:35:41,8/02/2022,11:35:41,Sofi,adjunto= 00003847-PHOTO-2022-02-08-11-35-41.jpg,photo,
8/2/22 11:35:48,8/02/2022,11:35:48,Sofi,SI,texto,
8/2/22 11:35:49,8/02/2022,11:35:49,Sofi,JAJAJA,texto,
8/2/22 11:36:00,8/02/2022,11:36:00,Sofi,BEEEEEEEBAAAAAAA 🚛🚚,texto,
8/2/22 11:36:07,8/02/2022,11:36:07,Sofi,adjunto= 00003851-AUDIO-2022-02-08-11-36-07.opus,audio,
8/2/22 11:37:59,8/02/2022,11:37:59,Taty,JAJAAJAJAJ,texto,
8/2/22 11:39:11,8/02/2022,11:39:11,Sofi,adjunto= 00003853-PHOTO-2022-02-08-11-39-11.jpg,photo,
8/2/22 11:40:17,8/02/2022,11:40:17,Pali,jjjajajajajja re BEBAAAA!,texto,
8/2/22 11:41:57,8/02/2022,11:41:57,Delfi,adjunto= 00003855-VIDEO-2022-02-08-11-41-57.mp4,video,
8/2/22 11:42:03,8/02/2022,11:42:03,Delfi,adjunto= 00003856-PHOTO-2022-02-08-11-42-03.jpg,photo,
8/2/22 11:42:59,8/02/2022,11:42:59,Michu,O_O,texto,
8/2/22 11:43:14,8/02/2022,11:43:14,Michu,Se escucha como si el volumen estaria proviniendo del fondo de un inodoro cagado de una GNC,texto,
8/2/22 11:43:17,8/02/2022,11:43:17,Michu,JAJAJAJAJAJAJJAJAJAJAJAJAJSJAJA,texto,
8/2/22 11:43:19,8/02/2022,11:43:19,Michu,NO SE PORQUE,texto,
8/2/22 11:43:21,8/02/2022,11:43:21,Michu,adjunto= 00003861-STICKER-2022-02-08-11-43-21.webp,sticker,
8/2/22 11:44:19,8/02/2022,11:44:19,Sofi,JAJAJAJAJAJA,texto,
8/2/22 11:44:26,8/02/2022,11:44:26,Sofi,wacho,texto,
8/2/22 11:44:36,8/02/2022,11:44:36,Sofi,que hago 4 horas sentada en cerini?????,texto,
8/2/22 11:45:10,8/02/2022,11:45:10,Michu,Tik toks,texto,
8/2/22 11:48:29,8/02/2022,11:48:29,Taty,Hayday!!,texto,
8/2/22 11:50:04,8/02/2022,11:50:04,Michu,JAJAJA MAAAL,texto,
8/2/22 11:50:24,8/02/2022,11:50:24,Sofi,uuuff,texto,
8/2/22 11:50:27,8/02/2022,11:50:27,Sofi,me voy a llevar la compu,texto,
8/2/22 11:50:28,8/02/2022,11:50:28,Sofi,jajajaja,texto,
8/2/22 11:50:28,8/02/2022,11:50:28,Taty,🐖🐑🐄🐐,texto,
8/2/22 11:52:30,8/02/2022,11:52:30,Pali,jajajajjajajajaja,texto,
8/2/22 11:52:40,8/02/2022,11:52:40,Pali,CHICAS quiero mi cuenta vieja de hayday,texto,
8/2/22 11:52:40,8/02/2022,11:52:40,Pali,ofa:(,texto,
8/2/22 11:52:47,8/02/2022,11:52:47,Pali,como hicieron para cernerla,texto,
8/2/22 11:52:51,8/02/2022,11:52:51,Pali,tenerla,texto,
8/2/22 11:53:08,8/02/2022,11:53:08,Pali,solo me molestan LOS ARBOLES son una PAJA conseguir las hachas para sacarlos a la pija,texto,
8/2/22 11:53:15,8/02/2022,11:53:15,Pali,después el resto no me molesta,texto,
8/2/22 11:53:20,8/02/2022,11:53:20,Pali,solo los arboles,texto,
8/2/22 11:53:25,8/02/2022,11:53:25,Pali,quiero algún hack,texto,
8/2/22 11:59:29,8/02/2022,11:59:29,Taty,MAL JAJAJA,texto,
8/2/22 11:59:44,8/02/2022,11:59:44,Taty,Muchas veces te los regalan al pasar de nivel,texto,
8/2/22 11:59:48,8/02/2022,11:59:48,Taty,A los serruchos esos,texto,
8/2/22 11:59:50,8/02/2022,11:59:50,Michu,Si literal,texto,
8/2/22 11:59:51,8/02/2022,11:59:51,Delfi,NOOO,texto,
8/2/22 12:00:02,8/02/2022,12:00:02,Michu,No se yo miro mucho el ticket que te pone una publicidad y te da cosas gratis,texto,
8/2/22 12:00:53,8/02/2022,12:00:53,Pali,oopa,texto,
8/2/22 12:01:01,8/02/2022,12:01:01,Pali,ya llegue al nivel 10!!1,texto,
8/2/22 12:01:10,8/02/2022,12:01:10,Pali,y ya puedo ser parte del vecindario !!!1,texto,
8/2/22 12:01:13,8/02/2022,12:01:13,Pali,OMG!,texto,
8/2/22 12:03:53,8/02/2022,12:03:53,Michu,VMossssss,texto,
8/2/22 12:18:18,8/02/2022,12:18:18,Delfi,CHICAS RECUPERE MI CUENTA DE HAY DAY DE CUANDO TENIA 12,texto,
8/2/22 12:18:41,8/02/2022,12:18:41,Taty,EN SERIO,texto,
8/2/22 12:18:45,8/02/2022,12:18:45,Taty,en qué nivel estás ??,texto,
8/2/22 12:18:53,8/02/2022,12:18:53,Delfi,32,texto,
8/2/22 12:18:56,8/02/2022,12:18:56,Delfi,no es ano,texto,
8/2/22 12:18:58,8/02/2022,12:18:58,Delfi,tanto,texto,
8/2/22 12:20:15,8/02/2022,12:20:15,Taty,Re bien igual,texto,
8/2/22 12:23:11,8/02/2022,12:23:11,Michu,AMIGA RE BIEN,texto,
8/2/22 12:23:18,8/02/2022,12:23:18,Michu,yo arranque con eso cuando me lo baje hace 3 dias,texto,
8/2/22 12:23:19,8/02/2022,12:23:19,Michu,XD,texto,
8/2/22 12:23:28,8/02/2022,12:23:28,Michu,Goooooood,texto,
8/2/22 12:23:33,8/02/2022,12:23:33,Michu,Pasa tu # asi te agregamos al vecindariooo,texto,
8/2/22 12:25:41,8/02/2022,12:25:41,Sol,Maaalllll,texto,
8/2/22 12:25:47,8/02/2022,12:25:47,Sol,La estoy pasando como el otro con eso,texto,
8/2/22 12:26:15,8/02/2022,12:26:15,Pali,CHICAS QUE MANIJA VER A RELS B,texto,
8/2/22 12:26:19,8/02/2022,12:26:19,Pali,NO CAIGO,texto,
8/2/22 12:26:29,8/02/2022,12:26:29,Pali,QUE VOY A LLORAR MUCHO,texto,
8/2/22 12:31:49,8/02/2022,12:31:49,Delfi,comol hago eso,texto,
8/2/22 12:33:20,8/02/2022,12:33:20,Pali,COMO HICISTE,texto,
8/2/22 12:33:24,8/02/2022,12:33:24,Pali,YO TAMBUEN QUIERO HACER ESO,texto,
8/2/22 12:51:40,8/02/2022,12:51:40,Sol,Alguna quiere/ sabe de alguien q quiera comprar la entrada del segundo día del lollapalooza?,texto,
8/2/22 12:52:00,8/02/2022,12:52:00,Sol,Y si la respuesta es no dicen q la puedo revender el la entrada ese día?,texto,
8/2/22 12:54:28,8/02/2022,12:54:28,Sofi,mmmmm,texto,
8/2/22 12:54:29,8/02/2022,12:54:29,Sofi,nose,texto,
8/2/22 12:54:52,8/02/2022,12:54:52,Delfi,me agregan alll vecindarioooo,texto,
8/2/22 13:04:55,8/02/2022,13:04:55,Pau,Yo no tengo muchas ganas deir,texto,
8/2/22 13:05:25,8/02/2022,13:05:25,Pau,OSSSSSSSSSS,texto,
8/2/22 13:05:46,8/02/2022,13:05:46,Pau,Manda tu codigo de la granja,texto,
8/2/22 13:05:52,8/02/2022,13:05:52,Pau,Tu #,texto,
8/2/22 13:06:46,8/02/2022,13:06:46,Taty,Yo solo conozco 2 canciones así q no me copa mucho,texto,
8/2/22 13:21:49,8/02/2022,13:21:49,Delfi,no se como mandarloooooo me enseñan,texto,
8/2/22 13:30:11,8/02/2022,13:30:11,Pali,#YJVQVRLVJ,texto,
8/2/22 13:30:18,8/02/2022,13:30:18,Pali,mándame solicitud a mi,texto,
8/2/22 13:30:21,8/02/2022,13:30:21,Pali,pone ese código,texto,
8/2/22 13:31:08,8/02/2022,13:31:08,Pali,adjunto= 00003926-PHOTO-2022-02-08-13-31-08.jpg,photo,
8/2/22 13:33:02,8/02/2022,13:33:02,Delfi,GRACIAS,texto,
8/2/22 13:33:20,8/02/2022,13:33:20,Delfi,#LL0VQCPU,texto,
